slot1,slot2,result,tier_change,has_swap
Ring Sleeve,Plate Glove,Ring Sleeve,0,False
Ring Sleeve,Rondanche,Gauntlet,0,False
Ring Sleeve,Tilt Glove,Plate Glove,0,False
Ring Sleeve,Freiturnier,Ring Sleeve,0,False
Ring Sleeve,Fluted Glove,Chain Sleeve,0,False
Ring Sleeve,Hoplite Glove,Gauntlet,0,False
Ring Sleeve,Jazeraint Glove,Vambrace,0,False
Ring Sleeve,Dread Glove,Plate Glove,0,False
Chain Sleeve,Chain Sleeve,Chain Sleeve,0,False
Chain Sleeve,Gauntlet,Gauntlet,0,False
Chain Sleeve,Vambrace,Knuckles,-1,False
Chain Sleeve,Plate Glove,Rondanche,1,False
Chain Sleeve,Rondanche,Rondanche,0,False
Chain Sleeve,Tilt Glove,Vambrace,0,False
Chain Sleeve,Freiturnier,Rondanche,0,False
Chain Sleeve,Fluted Glove,Ring Sleeve,-1,False
Chain Sleeve,Hoplite Glove,Chain Sleeve,0,False
Chain Sleeve,Jazeraint Glove,Gauntlet,0,False
Chain Sleeve,Dread Glove,Vambrace,0,False
Gauntlet,Gauntlet,Gauntlet,0,False
Gauntlet,Vambrace,Plate Glove,1,False
Gauntlet,Plate Glove,Plate Glove,0,False
Gauntlet,Rondanche,Knuckles,-1,False
Gauntlet,Tilt Glove,Tilt Glove,0,False
Gauntlet,Freiturnier,Chain Sleeve,-1,False
Gauntlet,Fluted Glove,Freiturnier,0,False
Gauntlet,Hoplite Glove,Ring Sleeve,-1,False
Gauntlet,Jazeraint Glove,Chain Sleeve,-1,False
Gauntlet,Dread Glove,Gauntlet,0,False
Vambrace,Vambrace,Plate Glove,1,False
Vambrace,Plate Glove,Rondanche,1,False
Vambrace,Rondanche,Plate Glove,0,False
Vambrace,Tilt Glove,Gauntlet,-1,False
Vambrace,Freiturnier,Freiturnier,0,False
Vambrace,Fluted Glove,Tilt Glove,0,False
Vambrace,Hoplite Glove,Knuckles,-1,False
Vambrace,Jazeraint Glove,Ring Sleeve,-1,False
Vambrace,Dread Glove,Chain Sleeve,-1,False
Plate Glove,Plate Glove,Plate Glove,0,False
Plate Glove,Rondanche,Tilt Glove,1,False
Plate Glove,Tilt Glove,Tilt Glove,0,False
Plate Glove,Freiturnier,Plate Glove,0,False
Plate Glove,Fluted Glove,Freiturnier,0,False
Plate Glove,Hoplite Glove,Fluted Glove,0,False
Plate Glove,Jazeraint Glove,Vambrace,-1,False
Plate Glove,Dread Glove,Ring Sleeve,-1,False
Rondanche,Rondanche,Rondanche,0,False
Rondanche,Tilt Glove,Rondanche,0,False
Rondanche,Freiturnier,Fluted Glove,1,False
Rondanche,Fluted Glove,Knuckles,-1,False
Rondanche,Hoplite Glove,Freiturnier,0,False
Rondanche,Jazeraint Glove,Rondanche,0,False
Rondanche,Dread Glove,Freiturnier,0,False
Tilt Glove,Tilt Glove,Freiturnier,1,False
Tilt Glove,Freiturnier,Tilt Glove,0,False
Tilt Glove,Fluted Glove,Fluted Glove,0,False
Tilt Glove,Hoplite Glove,Plate Glove,-1,False
Tilt Glove,Jazeraint Glove,Fluted Glove,0,False
Tilt Glove,Dread Glove,Gauntlet,-1,False
Freiturnier,Freiturnier,Freiturnier,0,False
Freiturnier,Fluted Glove,Hoplite Glove,1,False
Freiturnier,Hoplite Glove,Fluted Glove,0,False
Freiturnier,Jazeraint Glove,Rondanche,-1,False
Freiturnier,Dread Glove,Tilt Glove,-1,False
Fluted Glove,Fluted Glove,Fluted Glove,0,False
Fluted Glove,Hoplite Glove,Tilt Glove,-1,False
Fluted Glove,Jazeraint Glove,Freiturnier,-1,False
Fluted Glove,Dread Glove,Fluted Glove,0,False
Hoplite Glove,Hoplite Glove,Jazeraint Glove,1,False
Hoplite Glove,Jazeraint Glove,Knuckles,-1,False
Hoplite Glove,Dread Glove,Fluted Glove,-1,False
Jazeraint Glove,Jazeraint Glove,Dread Glove,1,False
Jazeraint Glove,Dread Glove,Rondanche,-1,False
Dread Glove,Dread Glove,Dread Glove,0,False
